 Gene ID,Gene Name,DesignElementAccession,wt_A_sucrose,wt_B_sucrose,wt_C_sucrose,wt_72h_MS_1,wt_72h_MS_2,wt_72h_MS_3,'sucrose; 1 percent' vs 'none' in 'wild type'.p-value,'sucrose; 1 percent' vs 'none' in 'wild type'.t-statistic,'sucrose; 1 percent' vs 'none' in 'wild type'.log2foldchange
AT2G44430,,267386_at,4.243461977,4.19710318,4.261123027,4.364153902,4.095356329,4.534087615,NA,-0.724089313,-0.1
AT2G44440,EML4,267387_at,6.561136521,6.62709487,6.589726026,6.157617934,6.495866391,6.436068868,NA,1.85033824,0.2
AT2G44450,BGLU15,267388_at,7.804647076,7.912199102,7.843426834,6.76383641,6.771660351,6.875060387,0.000361622,10.02022335,1
AT2G44460,BGLU28,267389_at,4.828580682,5.029693785,3.825424935,3.413278646,4.255440319,4.196153836,0.147881932,1.793677999,0.6
AT2G44470,BGLU29,267390_at,3.487078182,3.208156365,3.170155908,3.192620669,3.346376523,3.781948681,0.455501627,-0.875576676,-0.2
AT2G44480,BGLU17,267391_at,3.965313525,4.05234464,3.947035478,4.053166234,3.438379018,3.479542401,0.125358173,1.920772305,0.3
AT2G44490,BGLU26,267392_at,10.66259742,10.45599256,10.73784679,10.74057944,11.13645292,11.10656799,0.054935464,-2.573655647,-0.4
AT2G44500,OFUT20,267393_at,8.519648971,7.746270454,8.434544715,8.679341386,8.836425753,9.143522151,0.034269205,-2.966053047,-0.7
AT2G44510,,267371_at,6.475653197,6.861204597,6.654116772,5.440877642,5.790793924,5.991476401,0.003422857,5.447608752,0.9
AT2G44520,COX10,267342_at,8.186526765,8.362206473,8.22334939,7.669739495,7.66725194,7.283118918,0.00428364,5.152906277,0.7
AT2G44525,,267370_at,8.688936552,8.687748093,8.498286242,9.040497991,9.026311144,8.736000795,0.068688949,-2.395235067,-0.3
AT2G44530,PRS5,267365_at,8.249750527,8.275330126,8.133218073,8.078802868,7.924061105,7.848200047,NA,2.354149294,0.3
AT2G44560,AtGH9B11,267398_at,3.015514729,2.950429577,3.118554736,3.164079984,3.027397989,3.062944853,NA,-0.520050278,-0.1
AT2G44570,AtGH9B12,266877_at,5.211229661,5.20632776,5.226318546,4.963432228,5.030639274,4.975715675,NA,2.237069653,0.2
AT2G44581,,266878_at,4.661057488,4.631403117,4.693734217,4.72191675,5.137672307,4.953000191,0.09883523,-2.104689737,-0.3
AT2G44590,DRP1D,266879_at,3.270995379,3.27182552,3.101809174,3.018332507,3.397434196,3.528573147,NA,-0.659666783,-0.1
AT2G44610,RABH1B,266885_at,9.508842467,9.624638606,9.619123663,9.732334932,9.404804925,9.358481514,NA,0.650052801,0.1
AT2G44620,MTACP1,266890_at,10.33798219,10.46332552,10.32389837,10.64231785,10.90479124,10.37615605,0.15006878,-1.782465977,-0.3
AT2G44630,,266868_at,4.541814166,4.532106933,4.401005673,4.572877616,4.207998866,4.943940833,0.696961313,-0.458118358,-0.1
AT2G44640,,266889_at,10.28164292,10.28689242,10.27614945,8.643028971,9.250882854,9.278987038,0.001266095,6.949053543,1.2
AT2G44650,CPN10-2,266887_at,11.36250302,11.32293709,11.61665425,10.75272052,11.1046388,10.88310804,0.014677835,3.75573539,0.5
AT2G44660,,266869_at,7.418544873,7.404261625,7.389774247,7.382838927,7.184279566,7.33255912,NA,0.966704712,0.1
AT2G44670,FLZ3,266882_at,9.324622273,10.02166221,9.412177347,8.116810555,8.683672874,8.881517579,0.00942504,4.211365248,1
AT2G44680,CKB4,266881_at,7.708833168,7.690491323,7.834932995,8.010391399,7.66501664,7.594753646,NA,-0.086862521,0
AT2G44690,ARAC9,266891_at,5.884535632,5.913825665,5.719354601,5.514321778,5.572305298,5.594784138,NA,2.550681667,0.3
AT2G44710,,266871_at,7.083910558,7.259803791,7.367025099,7.475426777,7.057790649,7.032859178,NA,0.315654351,0
AT2G44730,,266872_at,6.853140796,6.699501633,6.820447047,7.606995333,7.01764352,7.451265223,0.018925546,-3.505609236,-0.6
AT2G44740,CYCU4-1,266873_at,7.31731691,6.830638798,7.328492387,7.194530646,9.008508933,8.676332401,0.046810936,-2.70434119,-1.1
AT2G44745,WRKY12,266886_at,4.116294208,4.115230968,4.009503662,4.156492449,4.640099897,4.129566855,0.22187572,-1.474116246,-0.2
AT2G44760,,266874_at,7.933680268,8.015982661,7.722081522,7.440815513,7.491765373,7.926171739,0.165871939,1.704273848,0.3
AT2G44770,,266880_at,8.852830978,8.796633878,9.166366024,9.131402254,8.791238103,9.176685753,NA,-0.614643603,-0.1
AT2G44790,UCC2,266884_at,11.01119083,10.97907685,10.98416099,11.7822049,11.74615635,11.68273584,0.001033071,-7.337162941,-0.7
AT2G44800,,266875_at,3.275015979,3.185112892,3.249922574,3.313641274,3.296191917,3.380526078,NA,-0.910182052,-0.1
AT2G44810,DAD1,266883_at,4.329915175,4.083232955,4.431941555,4.716575506,4.285010479,4.251599169,0.473327862,-0.841243755,-0.1
AT2G44820,,266876_at,8.344001143,8.622336336,8.219329163,8.316843968,7.895660663,8.178987277,0.167950573,1.695026822,0.3
AT2G44830,,266812_at,6.864387224,6.833197294,6.733666391,6.275394482,6.181615117,6.283337401,0.003699722,5.337972979,0.6
AT2G44840,ERF13,266821_at,3.677114133,3.344585945,3.348407777,4.059901126,3.94669931,5.601496163,0.045086155,-2.733965098,-1.1
AT2G44850,,266811_at,5.689145576,5.58718081,5.773041728,6.719839172,6.027885011,6.163292186,0.021084971,-3.399859216,-0.6
AT2G44860,,266822_at,8.953754407,9.276048001,9.091947147,8.458748618,8.467992616,8.661540627,0.007057801,4.526846138,0.6
AT2G44870,,266819_at,10.11685824,10.11008721,10.15869806,9.815451911,9.905226568,9.903170072,NA,2.489416267,0.3
AT2G44880,,266810_at,3.947973288,4.072456825,3.902928185,3.931319101,3.806146301,3.809862421,NA,1.146353161,0.1
AT2G44900,FBX5,266815_at,7.256682586,7.342013077,7.1509219,7.916711096,7.386605487,7.878617795,0.033738418,-2.978976902,-0.5
AT2G44910,ATHB-4,266814_at,3.53235467,3.534147952,3.670226323,3.963226321,4.998794604,3.811986956,0.067283226,-2.412169304,-0.7
AT2G44920,,266813_at,9.755259977,9.595706228,9.753337852,9.805875632,9.996775591,9.82271384,NA,-1.519537271,-0.2
AT2G44930,,266823_at,4.88131305,4.687380317,4.75391934,4.666363735,4.921332241,4.92412196,NA,-0.514234367,-0.1
AT2G44940,ERF034,266820_at,6.219002552,6.630611846,6.45161854,4.769060758,5.677251787,5.336164274,0.00420882,5.177414486,1.2
AT2G44950,HUB1,266818_at,7.09440953,7.024061792,6.846406787,7.3932156,7.035298692,6.986736057,NA,-1.04565752,-0.2
AT2G44970,,266816_at,8.572997349,8.583622365,8.683817636,8.566798114,8.394876265,8.517435573,NA,1.110766867,0.1
AT2G44980,CHR10,266130_at,5.813019088,5.703332738,5.607440814,5.768522878,5.565760378,6.150486988,0.524780499,-0.745683847,-0.1
AT2G44990,CCD7,266129_at,4.894833494,4.830515074,4.766895043,4.77736042,4.92223017,4.901048872,NA,-0.336426161,0
AT2G44993,,266128_at,3.15183272,3.25975659,3.243557807,3.451492452,3.360906675,3.449065363,NA,-1.940056699,-0.2
AT2G45010,,266137_at,8.138944514,8.026063312,8.072884648,8.143812642,7.9863208,8.081224517,NA,0.082773261,0
AT2G45040,4MMP,266126_at,4.632646976,5.030165801,4.718368539,4.698318153,4.59161552,4.647915629,NA,1.117141438,0.1
AT2G45050,GATA2,266125_at,6.416728626,6.260477002,6.545704322,8.324903815,7.62030409,7.764455042,0.000801599,-7.89279389,-1.5
AT2G45060,,266136_at,7.981477804,8.146798435,7.854817948,7.874470132,7.860766597,8.024496285,NA,0.613556652,0.1
AT2G45070,SEC61 BETA,266105_at,9.634096101,9.566634782,9.61222647,9.608675957,10.00615816,9.77114675,NA,-1.482574744,-0.2
AT2G45080,CYCU2-1,266124_at,5.013958556,5.334217864,5.182800339,5.198868918,5.413193621,5.364354583,NA,-1.168963525,-0.1
AT2G45100,,266135_at,6.395375377,6.328233511,6.253456299,6.445105725,6.143310145,6.44919234,NA,-0.160911153,0
AT2G45120,ZAT4,266133_at,4.032070842,4.233158844,3.858975569,3.825994513,3.755275471,3.93617207,NA,1.552660505,0.2
AT2G45130,SPX3,266132_at,3.786841732,4.196787988,4.047935696,3.689142178,3.671440976,3.674606944,0.056434763,2.552438072,0.3
AT2G45140,PVA12,266103_at,9.159065386,9.257843341,9.077543469,9.361108018,9.092178453,8.813176162,NA,0.495790996,0.1
AT2G45150,CDS4,266104_at,6.483406049,6.91460141,6.799370957,6.039751709,6.479387843,6.402036975,0.054059367,2.586388777,0.4
AT2G45160,SCL27,266131_at,8.127239629,7.782185394,8.102753106,8.052180884,8.007156789,7.558533698,0.504087852,0.783511389,0.1
AT2G45170,ATG8E,266106_at,8.652370063,8.037858951,9.034232564,10.83440168,10.49406337,10.54744107,0.000584036,-8.607099339,-2.1
AT2G45180,,266123_at,13.17254975,13.17771277,13.40379071,13.25378682,13.35340281,13.23865117,NA,-0.264758016,0
AT2G45190,YAB1,245138_at,7.82051255,7.734366208,7.923001627,8.876986152,8.405796749,8.389920455,0.005937967,-4.735338611,-0.7
AT2G45200,GOS12,245146_at,7.996279067,7.875902646,7.793937142,8.316731345,8.008060832,8.226652712,0.072153951,-2.356245272,-0.3
AT2G45210,SAUR36,245136_at,6.857941915,6.391232628,6.804541872,7.770607716,7.310042969,7.358961876,0.007148799,-4.514311303,-0.8
AT2G45220,PME17,245148_at,8.621709805,8.357899378,8.976653118,8.936657469,8.613097083,8.566001149,0.802052443,-0.295687958,-0.1
AT2G45240,MAP1A,245144_at,8.539086541,8.712756683,8.757738575,8.597994387,8.560850424,8.503483648,NA,1.038768221,0.1
AT2G45270,GCP1,245142_at,8.512613497,8.395867592,8.351488738,8.21235759,8.048036824,8.37965892,NA,1.659726547,0.2
AT2G45280,ATRAD51C,245147_at,6.417680856,6.248462768,6.213897821,5.869740348,5.692766715,5.698161341,0.006353762,4.651026572,0.5
AT2G45290,TKL-2,245089_at,6.68965406,6.956153452,6.573590034,5.629597503,6.074820209,5.972213285,0.003653095,5.353041507,0.8
AT2G45310,GAE4,245133_at,6.056416012,6.472204435,6.445099981,5.195454228,5.83716189,5.783755962,0.016842864,3.618203295,0.7
AT2G45320,,245132_at,6.712894287,6.464183526,6.460626859,7.626288839,7.084506214,7.05471931,0.0106323,-4.078068046,-0.7
AT2G45340,,245130_at,7.732234829,7.942405594,8.076174993,7.090651815,7.687226097,7.302714074,0.025497876,3.226717929,0.6
AT2G45350,CRR4,245129_at,5.744603248,5.827249377,5.716858711,4.486059287,4.557647341,5.225933786,0.004186386,5.184000214,1
AT2G45380,,245128_at,3.234064561,2.96359659,3.086139893,3.106200387,3.066215856,3.126513536,NA,-0.044194503,0
AT2G45400,BEN1,245141_at,8.592961222,8.540495813,8.357278502,8.663508678,8.283517157,8.288894247,NA,0.598429618,0.1
AT2G45420,LBD18,245140_at,3.954141673,4.078924033,4.155913188,4.639197769,4.240891475,3.586340626,0.744546817,-0.384474583,-0.1
AT2G45430,AHL22,245139_at,7.51867613,7.404624313,7.330580796,7.979657356,8.084900489,8.109583386,0.002625331,-5.816052011,-0.6
AT2G45440,DHDPS2,245145_at,9.635158334,10.00290608,9.882139744,8.156242028,8.285411536,8.900603078,0.001352762,6.833050363,1.4
AT2G45450,ZPR1,245143_at,5.609919156,5.698190616,5.655591174,4.925079258,5.299776517,5.241915487,0.013379561,3.844323722,0.5
AT2G45460,,245137_at,5.644152928,5.601238478,5.016272456,5.66003132,5.090213649,5.277490593,0.75209809,0.372408117,0.1
AT2G45470,FLA8,251395_at,11.47449871,11.59087093,11.81105945,10.36866116,11.14230495,11.3153558,0.037890814,2.88047298,0.7
AT2G45490,AUR3,267529_at,5.661756298,5.500251813,5.636359686,6.343263162,5.507421468,6.427672225,0.095321751,-2.132952603,-0.5
AT2G45500,,267499_at,5.651006057,5.491135533,5.529477729,5.797906823,5.654308298,5.312119463,NA,-0.212220482,0
AT2G45520,,267506_at,7.817925896,8.078051669,7.430645704,7.548952753,8.020500849,7.942768668,0.786869694,-0.318534052,-0.1
AT2G45530,,267504_at,7.50438604,7.507966269,7.247695232,8.35340223,7.909879854,8.058036829,0.006377843,-4.64675364,-0.7
AT2G45540,BCHC2,267501_at,8.385746361,8.459833617,8.506775399,8.573140043,8.361568342,8.810062553,NA,-0.956054589,-0.1
AT2G45550,CYP76C4,267502_at,3.348951697,3.401484178,3.7889686,3.812885151,3.707584044,3.590760448,NA,-1.304607467,-0.2
AT2G45560,CYP76C1,267505_at,8.272433051,8.303387332,8.663354605,7.63368557,8.286020471,7.692510415,0.044302879,2.748509798,0.5
AT2G45570,CYP76C2,267559_at,4.250640285,3.950646498,3.987112624,4.331971586,4.250444831,4.131771522,NA,-1.38940547,-0.2
AT2G45580,CYP76C3,267560_at,4.715985552,4.480619325,4.98854802,5.133417257,5.40076229,4.853879853,0.08595832,-2.217353123,-0.4
AT2G45590,,267561_at,7.769456014,7.823067469,7.904849506,7.752975887,7.773149959,7.746424736,NA,0.726024739,0.1
AT2G45600,CXE8,267503_at,6.337412839,6.16908046,6.366694504,7.944261667,7.666562979,7.606692743,0.000266545,-11.09341747,-1.4
AT2G45610,CXE9,267527_at,4.002451977,3.657186279,3.573634055,4.511344613,4.013671197,4.111055599,0.046348472,-2.71208654,-0.5
AT2G45620,URT1,267513_at,8.525975921,8.318719124,8.473359798,9.49921229,8.882858009,9.1541161,0.007460501,-4.466908201,-0.7
AT2G45630,,267514_at,6.215048527,6.140827336,6.065239377,6.123677129,6.145757147,5.754131533,NA,0.968771013,0.1
AT2G45640,SAP18,267510_at,8.953422814,8.921774629,8.815091729,8.867167479,9.093571007,8.544635156,NA,0.404757419,0.1
AT2G45650,AGL6,267528_at,3.209569857,3.228611755,3.249568867,3.424348861,3.522980449,3.242230306,NA,-1.453126723,-0.2
AT2G45660,SOC1,267509_at,4.287058498,4.12323102,4.330843513,5.616434141,5.18733824,5.227291781,0.000928651,-7.562147906,-1.1
AT2G45670,LPEAT2,267511_at,7.955469332,7.933103482,8.033735977,8.481412279,8.151432681,8.020998142,0.157586616,-1.744189778,-0.2
AT2G45680,TCP9,267515_at,7.248493744,7.153372333,7.121117954,6.936559804,6.484257078,7.580169672,0.545436085,0.708728128,0.2
AT2G45690,PEX16,267512_at,6.468056728,6.374717702,6.555591215,7.023923875,6.569821493,6.693887312,0.101551658,-2.084209915,-0.3
AT2G45700,,267508_at,7.499795484,7.433001928,7.371214784,8.059557363,7.550406701,7.693717265,0.081976569,-2.25515196,-0.3
AT2G45710,RPS27A,267507_at,9.217094802,9.330616568,9.164876747,8.500374901,9.030930799,9.063116357,0.082331458,2.251685554,0.4
AT2G45720,,267498_at,8.057852467,8.170295804,8.250841997,8.03983707,7.946213877,8.419091356,NA,0.167204745,0
AT2G45730,,266924_at,8.622700082,8.576440067,8.515954259,8.454291464,8.189614687,8.455309878,NA,1.724523507,0.2
AT2G45740,PEX11D,266925_at,10.72380397,10.88333828,10.57053789,10.5888364,10.76380992,10.73310956,NA,0.24772491,0
AT2G45750,,266920_at,7.537808639,7.249184317,7.572770161,6.78150829,7.26055823,7.254065788,0.094385778,2.142091822,0.4
AT2G45760,BAP2,257363_at,3.396928876,3.481879976,3.46259984,3.482268729,3.577832257,3.575091192,NA,-0.947995141,-0.1
AT2G45770,CPFTSY,266867_at,8.107733861,8.050816457,8.123765879,7.983364885,7.78562722,8.079073538,NA,1.233485158,0.1
AT2G45780,,266919_at,4.130758878,4.07410826,3.941333001,4.049615671,4.143280965,4.050574297,NA,-0.29742402,0
AT2G45790,PMM,266928_at,10.31773122,10.37436427,10.36846234,9.550237295,9.80325074,9.739740663,0.002681097,5.783044783,0.7
AT2G45800,PLIM2A,266918_at,3.720180469,3.734594022,3.846990144,4.341704896,4.025457891,3.904239506,0.07331723,-2.344268109,-0.3
AT2G45810,RH6,266896_at,9.16465774,9.190741291,9.300557287,9.199587039,8.998776025,9.030432646,NA,1.267319799,0.1
AT2G45820,DBP,266897_at,10.03011145,10.16710007,9.868629228,10.76691844,10.5085663,10.46200064,0.009839868,-4.160288222,-0.6
AT2G45830,DTA2,266917_at,5.533826913,5.539312297,5.695190217,6.676762893,5.889964253,5.885238362,0.050694191,-2.638255021,-0.6
AT2G45840,,257362_at,4.620664559,4.717165678,4.639573535,4.561077851,5.036782093,4.800876447,NA,-1.004223975,-0.1
AT2G45850,AHL9,266929_at,8.366462267,8.031254189,8.397895625,8.616663143,8.458843066,8.418527293,NA,-1.715168548,-0.2
AT2G45860,,266916_at,6.929863079,6.990497035,6.987391488,6.895337991,7.835570447,7.373376412,0.136668664,-1.854253871,-0.4
AT2G45870,,266915_at,5.09538899,5.078877058,4.750561905,4.639286748,4.534104128,4.90567485,0.129051414,1.89773136,0.3
AT2G45880,BAM7,266914_at,6.399980246,6.129696363,6.213664541,6.745088576,6.187736376,6.25962336,0.44604098,-0.89374832,-0.1
AT2G45890,ROPGEF4,266913_at,5.629302475,5.605772549,5.626133434,5.323281987,5.211534298,5.625125548,NA,1.772714655,0.2
AT2G45900,,266912_at,4.286342618,5.124198328,4.608016862,3.146257808,3.310304322,3.41993189,0.001453877,6.717839251,1.4
AT2G45910,PUB33,266911_at,6.480969753,6.464183526,6.420886674,6.958627297,6.651579421,6.438998078,0.198186458,-1.563981844,-0.2
AT2G45920,PUB37,266910_at,5.453749919,5.548842829,5.109958877,5.741343713,5.445302248,5.369783853,0.424807793,-0.937383868,-0.1
AT2G45930,,266930_at,4.639034465,4.571485239,4.792956977,4.961500434,5.127999967,4.956234625,0.033472577,-2.986191827,-0.3
AT2G45940,,257364_at,3.584026594,3.332096052,3.232500293,3.200916274,3.277692436,3.401047454,NA,0.689460685,0.1
AT2G45960,PIP1B,266927_at,12.1521671,12.12960252,12.28204432,12.45455431,12.26723641,12.32504929,NA,-1.441400222,-0.2
AT2G45970,CYP86A8,266921_at,8.643579752,8.533882344,8.822883383,8.192766605,8.329727724,8.112484121,0.015859934,3.676403578,0.5
AT2G45980,ATI1,266923_at,8.96440459,8.710771185,8.841963404,10.1891324,9.788255754,9.814346933,0.000920927,-7.579393484,-1.1
AT2G45990,,266898_at,8.890260621,8.907018575,8.874868602,9.418650614,9.10918955,9.2750723,0.026135817,-3.204754772,-0.4
AT2G46000,,266926_at,7.148691012,7.193780353,7.045435349,6.934928761,7.073381876,7.113110054,NA,0.80283129,0.1
AT2G46020,BRM,266605_at,7.46788306,7.449659067,7.53087527,7.858950994,7.395867035,7.332484866,NA,-0.300763915,0
AT2G46030,UBC6,266604_at,8.492449216,8.396416416,8.448249818,8.788089713,8.905744995,8.62312032,0.041316594,-2.806678093,-0.3
AT2G46040,,266603_at,6.27446175,6.21685807,6.16387562,6.183780713,6.451666041,6.033411152,NA,-0.034215251,0
AT2G46050,PCMP-E39,266602_at,4.035042481,4.035361384,4.005911372,3.779411104,4.029179248,3.842393713,NA,1.25943323,0.1
AT2G46060,,266601_at,7.717345839,7.862522245,7.801452335,7.77841532,8.206371139,7.788249657,NA,-0.911742104,-0.1
AT2G46070,ATMPK12,266600_at,6.233710238,6.412697549,5.963995229,7.343074352,6.79083237,6.805442581,0.009653571,-4.18273898,-0.8
AT2G46080,,266557_at,7.967787618,8.133804271,7.898211631,8.139351446,7.719779142,7.801251541,NA,0.792694269,0.1
AT2G46090,LCKB2,266582_at,8.64530573,8.583159547,8.739250881,8.16665294,7.987663508,8.092669555,0.004164367,5.193292736,0.6
AT2G46100,,266599_at,8.699361705,8.666065691,8.641739255,9.361102207,9.607925162,9.184523122,0.003470647,-5.422561266,-0.7
AT2G46110,KPHMT1,266598_at,6.637283532,6.65817146,6.744076218,6.117674136,6.245601514,6.574254735,0.051110477,2.632217179,0.4
AT2G46130,WRKY43,266597_at,3.327383729,3.506964701,3.766215429,2.990164003,3.304871131,3.134011025,0.050670535,2.638643605,0.4
AT2G46140,,266581_at,8.092862223,8.052619615,7.83477151,7.868605022,7.953655355,8.094553814,NA,0.171780304,0
AT2G46150,,266596_at,5.108926341,5.306208398,5.076900083,5.416147555,5.515665622,5.512318634,NA,-2.793053168,-0.3
AT2G46170,RTNLB5,266553_at,9.141308332,9.197706326,9.512930087,8.156905018,8.744302892,8.586422949,0.007640845,4.435321451,0.8
AT2G46180,GC4,266595_at,6.843854827,7.029208794,6.690501285,8.011278396,7.756788817,7.908231056,0.000801599,-7.897919365,-1
AT2G46190,,266594_at,3.420415654,3.45906242,3.548392858,3.732978622,3.926488561,3.462572651,NA,-1.658577702,-0.2
AT2G46200,SNRNP59,266593_at,5.641414651,5.353763115,5.491178089,6.372690973,5.6413545,6.119993001,0.037018264,-2.900418295,-0.5
AT2G46210,SLD2,266592_at,5.233502095,5.426390085,5.374180307,5.736671704,5.761491896,5.3918126,0.099653062,-2.098243931,-0.3
AT2G46220,,266583_at,10.69127965,10.56811989,10.34015222,11.88840843,11.67733864,11.33969007,0.001537294,-6.631471555,-1.1
AT2G46225,ABIL1,266591_at,8.411969114,8.412395558,8.563934063,8.378996038,8.349977554,8.563132624,NA,0.277944537,0
AT2G46230,,266556_at,9.74862296,9.866342275,9.832407209,9.882858448,9.491670012,9.720538416,NA,0.90626746,0.1
AT2G46240,BAG6,266590_at,4.198788119,4.799029713,4.006771417,4.722567425,4.239999939,4.723370816,0.391247506,-1.009793786,-0.2
AT2G46250,,266589_at,6.009112201,6.797323606,6.041812481,6.873232982,7.027714017,7.063733483,0.022068199,-3.358621739,-0.7
AT2G46260,,266580_at,8.044453064,7.815286068,7.925302605,9.329134977,8.546143771,8.751424544,0.005658905,-4.795240644,-0.9
AT2G46270,GBF3,266555_at,5.25947094,5.532079044,5.066964691,6.98825367,5.652736055,5.654267785,0.069716699,-2.383712608,-0.8
AT2G46300,,266607_at,3.461121562,3.337152646,3.597168978,4.166690866,4.021356916,3.880908953,0.007823789,-4.413128139,-0.6
AT2G46310,CRF5,266606_at,6.001969748,6.142023346,5.720565983,5.60336832,5.353814261,5.645929908,0.038438147,2.868338745,0.4
AT2G46330,AGP16,266552_at,10.76754292,10.35672044,10.93407551,11.90455338,12.15152361,11.82109297,0.000978608,-7.453530762,-1.3
AT2G46340,SPA1,263779_at,9.484222794,9.566697953,9.441005667,9.734821815,8.996798886,8.37179408,0.196543248,1.570943215,0.5
AT2G46360,,263781_at,2.765556809,2.935016514,2.787016732,3.004997539,2.816643167,2.955821603,NA,-0.85338755,-0.1
AT2G46370,JAR1,263786_at,8.924560197,8.959553691,9.009392542,9.102758101,8.947135262,8.821494385,NA,0.063664812,0
AT2G46375,,263784_at,3.967769718,3.684415308,3.672880724,3.583190344,3.627997167,3.695948066,NA,1.138984852,0.1
AT2G46380,,263782_at,5.899213839,6.183824993,5.817252918,5.730770693,5.323479806,5.44649485,0.03034603,3.071051699,0.5
AT2G46390,SDH8,263785_at,7.528469238,7.820542772,7.644223493,7.413647557,8.46977671,7.847169352,0.39258187,-1.00693052,-0.2
AT2G46400,WRKY46,263783_at,5.147132587,4.943785798,5.167168265,5.366117939,5.021903963,5.435184173,NA,-1.319081164,-0.2
AT2G46410,CPC,263775_at,4.550136383,4.730200114,4.558171906,4.809623528,4.905834727,5.13578507,0.049658557,-2.655708749,-0.3
AT2G46420,,263787_at,7.597605372,7.974979325,7.528504353,6.573255972,6.479145619,6.660784044,0.000813827,7.85378299,1.1
AT2G46450,CNGC12,263777_at,6.421229691,6.721468011,6.306766999,6.491000658,5.73422933,5.777904999,0.085187779,2.224901205,0.5
AT2G46470,OXA1L,263778_at,6.973952283,7.008390019,7.006598855,7.102340377,7.057768963,6.90419831,NA,-0.232324386,0
AT2G46480,GAUT2,265477_at,3.923640043,4.053371542,3.974837434,3.81979972,3.99492252,4.112301177,NA,0.069663432,0
AT2G46490,,265451_at,8.357991929,8.131960493,8.366551098,9.335386931,9.659642865,9.222811465,0.000878527,-7.697240194,-1.1
AT2G46500,PI4KG4,265461_at,8.758326485,8.682118194,8.800340333,8.829663852,8.276986997,8.989692971,0.823163146,0.263603964,0
AT2G46505,SDH4,265456_at,10.06497086,10.08805398,10.12394313,9.508040797,9.75991683,9.852953186,0.028630103,3.123245607,0.4
AT2G46510,AIB,265452_at,7.149943905,7.415771029,7.147911683,6.20409663,6.563834626,6.958897552,0.020318211,3.438141736,0.7
AT2G46520,CAS,265453_at,9.006898952,9.259203857,9.130311578,8.39342021,8.47067994,8.508235278,0.00245895,5.910537182,0.7
AT2G46530,ARF11,265454_at,5.549679769,5.82062167,6.056956993,6.271703603,6.687121207,6.627708272,0.009136021,-4.249505369,-0.7
AT2G46540,,265459_at,9.564581821,9.651257607,9.430175657,9.159443897,10.1051483,9.769834226,0.620709903,-0.581566543,-0.1
AT2G46550,,265457_at,8.961518946,8.587719372,8.995208229,9.58478142,9.726000463,9.487146559,0.004034389,-5.232983358,-0.8
AT2G46560,,265455_at,8.13339266,7.981213059,8.048407327,8.067293257,8.053463076,8.260918704,NA,-0.638817108,-0.1
AT2G46570,LAC6,265447_at,5.40076229,4.911494363,5.200811739,5.075426726,5.157573581,4.873266545,NA,0.888671647,0.1
AT2G46580,PPOX2,265458_at,8.225744336,8.152635232,8.216995072,8.523091503,8.417177891,8.281980163,NA,-1.867848098,-0.2
AT2G46590,DOF2.5,265448_at,5.66402448,5.385365985,5.322400173,6.126440412,5.44557794,5.68804262,0.192529474,-1.587451167,-0.3
AT2G46600,KIC,265460_at,9.620457694,9.22124117,9.202357396,10.0222705,9.930562077,10.42818725,0.00749177,-4.46137375,-0.8
AT2G46610,RS31A,265449_at,6.210481802,6.286038208,5.885863135,6.154896867,5.751269044,5.487085635,0.157876415,1.74256064,0.3
AT2G46620,,265450_at,7.110457964,7.313848698,7.090028773,7.334080566,6.827724652,7.601405108,0.716820201,-0.427433949,-0.1
AT2G46630,,266325_at,6.656681921,6.657378663,6.359410539,6.259409968,5.506245197,5.821536449,0.01788965,3.560936916,0.7
AT2G46640,,266320_at,4.046591545,4.896692793,4.213505346,3.647752499,3.457621169,3.669562199,0.015033596,3.729132669,0.8
AT2G46650,CYTB5-C,266326_at,8.488537339,9.044070104,7.847476578,3.761090992,4.511380123,4.378931904,0.000131027,13.77403174,4.2
AT2G46660,CYP78A6,266321_at,5.716894175,6.387432799,5.691609075,5.314566772,5.640224633,5.213012211,0.053100907,2.600916413,0.5
AT2G46680,ATHB-7,266327_at,6.179089271,6.27284015,6.150230686,6.016152283,5.222569948,5.585273169,0.029163477,3.106960653,0.6
AT2G46690,SAUR32,266322_at,8.516255507,8.617265952,8.771149619,9.518972628,8.960319258,8.662426814,0.11650645,-1.976133692,-0.4
AT2G46700,CRK3,266323_at,6.687411608,6.497269326,6.759637353,7.321338374,6.807815205,6.697549842,0.173160761,-1.669746839,-0.3
AT2G46710,ROPGAP3,266324_at,8.378778179,8.192462535,8.281784538,8.533605201,8.440530885,8.416873021,NA,-1.64336676,-0.2
AT2G46735,,266717_at,6.504516162,6.584348892,5.819664346,7.024398816,6.456865471,6.16304294,0.43044087,-0.925512446,-0.2
AT2G46740,GULLO5,266711_at,7.304574487,6.984761362,7.311243124,7.856080554,7.250680911,6.97310458,0.537786537,-0.72196427,-0.2
AT2G46750,GULLO2,266712_at,6.019010609,6.197346881,6.293210692,7.549710151,7.419254129,7.20327516,0.000480507,-9.087493288,-1.2
AT2G46760,GULLO6,266713_at,5.17143459,5.338344198,5.245539554,5.3364765,5.028040696,5.30178252,NA,0.23693685,0
AT2G46770,NAC043,266714_at,3.398895148,3.41232365,3.515019736,3.806086783,3.601273192,3.55491159,NA,-1.828144156,-0.2
AT2G46780,,266715_at,6.586115314,6.342837099,6.572626553,7.01864509,7.056114836,7.026808287,0.006201956,-4.679826873,-0.5
