 Gene ID,Gene Name,DesignElementAccession,wt_A_sucrose,wt_B_sucrose,wt_C_sucrose,wt_72h_MS_1,wt_72h_MS_2,wt_72h_MS_3,'sucrose; 1 percent' vs 'none' in 'wild type'.p-value,'sucrose; 1 percent' vs 'none' in 'wild type'.t-statistic,'sucrose; 1 percent' vs 'none' in 'wild type'.log2foldchange
AT5G07770,,250595_at,6.542657822,6.462636693,6.303045189,6.384341824,5.915917953,6.590209958,0.505781075,0.780311302,0.1
AT5G07780,FH19,250596_at,3.765119787,3.833973111,3.651584733,3.987224801,3.62562577,4.029665835,NA,-0.939478535,-0.1
AT5G07800,,250600_at,6.18067033,6.060097749,6.349434036,5.034551373,5.589996616,4.754646449,0.004244292,5.165127705,1.1
AT5G07810,,250601_at,4.921093847,5.065952507,4.773229655,4.67248317,4.730810551,5.135719162,NA,0.478070505,0.1
AT5G07820,,250603_at,4.995151389,5.247854543,5.277981538,4.762059615,4.767338491,4.908350418,0.034784647,2.95390048,0.4
AT5G07830,AtGUS2,250604_at,8.028049672,8.04730109,8.235522289,7.95472412,7.703659501,7.922660376,NA,1.981522223,0.2
AT5G07840,PIA1,250557_at,6.660835239,6.650543247,6.716622647,8.162358642,7.536098999,7.6757662,0.001476279,-6.69259989,-1.1
AT5G07850,,250578_at,3.473156079,3.476983173,3.500341938,3.433178545,3.385254029,3.489004621,NA,0.46894783,0
AT5G07860,,250549_at,9.316639624,9.209470277,9.31671243,8.83493251,8.845459988,9.535196892,0.356650836,1.088803007,0.2
AT5G07870,,250550_at,7.910960427,7.793970185,8.177443452,7.948258761,8.282778552,8.237174543,NA,-1.329273892,-0.2
AT5G07880,SNAP29,250551_at,3.610964704,3.541987811,3.783595518,3.887731606,4.265449704,3.624818316,0.180696576,-1.636104814,-0.3
AT5G07890,,250552_at,7.368717111,7.288093999,7.143401209,7.891925472,7.399552245,7.708980994,0.047700797,-2.688491212,-0.4
AT5G07900,,250554_at,8.591070512,8.819534382,8.637278927,7.224000936,7.442395375,7.692446343,0.000631341,8.434746072,1.2
AT5G07910,,250577_at,7.183079031,7.131671199,7.143262227,7.463342258,7.200146646,7.600894427,NA,-2.075368118,-0.3
AT5G07920,DGK1,250556_at,6.945849949,7.087508163,7.174452813,7.614925651,7.217656497,6.784480769,0.562173265,-0.679471154,-0.1
AT5G07930,MCT2,250579_at,3.291144242,3.177144494,3.126895485,3.212590508,3.539868002,3.332180595,NA,-1.309836298,-0.2
AT5G07950,,250555_at,5.62954192,5.939182805,6.036697952,7.037885026,6.273015416,6.713749493,0.011942128,-3.962577646,-0.8
AT5G07960,,250553_at,8.218182103,8.256403846,8.22459774,9.186588346,9.433003596,8.96940797,0.001208914,-7.03572947,-1
AT5G07990,CYP75B1,250558_at,6.346962749,6.437658308,5.884639001,5.037929471,5.065833541,5.183547884,0.001166595,7.094027977,1.1
AT5G08000,E13L3,250565_at,9.021704201,8.913783556,9.088739034,7.251317563,8.223546765,8.951015068,0.068337784,2.399485242,0.9
AT5G08010,,250559_at,7.57243108,7.756587563,7.475623861,7.316171014,6.868273058,7.445127466,0.074411227,2.331741947,0.4
AT5G08020,RPA1B,250560_at,7.690279001,7.763826756,7.94925709,6.099551552,6.889608788,7.333905747,0.015415452,3.704508876,1
AT5G08030,,250561_at,3.180205653,3.113723472,3.061323637,3.127736137,3.590568673,3.311489704,NA,-1.616762773,-0.2
AT5G08040,TOM5,250562_at,8.918430821,9.205813247,9.070677233,9.001379377,9.937204784,9.312281933,0.197452728,-1.566811167,-0.4
AT5G08050,,250563_at,10.59411342,10.78230626,10.65724464,11.00945094,11.17162935,11.00935038,0.020910453,-3.40796197,-0.4
AT5G08060,,250564_at,9.069987802,9.374496711,9.137017638,9.153221168,9.252266696,9.322732828,NA,-0.396108671,0
AT5G08070,TCP17,250566_at,4.268754416,4.354944744,4.010447468,4.45698587,4.114052216,4.277380397,NA,-0.505707688,-0.1
AT5G08080,SYP132,250544_at,8.749116334,8.650890594,8.675303485,9.36876556,8.993645312,8.977608394,0.028910877,-3.11486076,-0.4
AT5G08090,,250567_at,4.478117293,4.20972496,4.369017926,4.479371063,4.731121019,4.586316311,NA,-1.983591308,-0.2
AT5G08100,,250547_at,7.963233272,7.732752611,7.961545346,7.985691045,8.057181578,8.643547736,0.136119932,-1.857583587,-0.3
AT5G08110,,250568_at,6.146752362,6.112427676,6.040591161,5.814678789,5.741187282,6.125815974,NA,1.572208104,0.2
AT5G08120,MPB2C,250548_at,7.256959193,7.200428083,7.23659284,7.878196101,7.853672134,7.90417374,0.001731706,-6.441468643,-0.6
AT5G08130,BIM1,250569_at,7.462077654,7.970140684,7.606867288,8.191291258,7.571430266,7.921872923,0.344150129,-1.119914477,-0.2
AT5G08139,,250518_at,7.651043661,7.573964287,7.782547444,7.553469898,7.971084411,7.531542111,NA,-0.109751109,0
AT5G08160,ATPK3,250545_at,9.181162619,9.167340622,9.183737821,9.0406636,8.954469494,9.056346351,NA,1.573934743,0.2
AT5G08170,AIH,250570_at,7.548264537,7.634676245,7.383057202,7.551227072,7.438637428,7.691069011,NA,-0.311166014,0
AT5G08180,,250546_at,8.361830597,8.521170335,8.660018824,8.100205919,7.950170711,8.347489759,0.04752474,2.692146339,0.4
AT5G08190,NF-YB12,250543_at,6.694268761,6.645749496,6.966337483,7.519860345,7.228319397,7.191809366,0.013361436,-3.845763977,-0.5
AT5G08200,,250571_at,6.14288096,5.989674684,5.795428999,5.964237239,5.497564428,5.41929423,0.106506104,2.047321882,0.3
AT5G08230,HULK1,250574_at,5.225116724,4.690438193,4.940349916,5.028772247,4.739260958,5.526014747,0.567764199,-0.669893781,-0.1
AT5G08240,,250575_at,6.967715948,6.971042602,6.797095591,7.498752858,8.033874586,8.105285934,0.002980619,-5.633353421,-1
AT5G08250,,250576_at,4.854741222,4.586842959,4.745993769,3.718376147,3.559632295,3.674053592,0.00047361,9.136343237,1.1
AT5G08260,SCPL35,250517_at,8.994398102,9.278842973,8.919143035,6.95466304,7.351970985,7.980128701,0.001465635,6.700326217,1.6
AT5G08270,,250542_at,6.285899646,6.256816016,6.252441398,6.375176804,6.155448824,6.547483196,NA,-0.740084008,-0.1
AT5G08280,HEMC,246033_at,11.59334284,11.53617545,11.70884476,11.13531243,11.34675784,11.45656833,0.067521669,2.409139329,0.3
AT5G08290,YLS8,246006_at,10.41717795,10.35059342,10.30778527,10.87972619,10.59005601,10.73562143,0.026081951,-3.206436557,-0.4
AT5G08300,,246035_at,10.55880015,10.56271072,10.54188508,9.969949188,9.895471419,9.754768779,0.001931257,6.259785929,0.7
AT5G08305,PCMP-E105,246052_at,5.19876143,5.418794858,5.421250012,4.641392938,4.974528228,5.352948617,0.11997148,1.954342172,0.4
AT5G08320,,246008_at,6.651447224,6.536533246,6.456088279,7.634192196,7.910758241,7.217825265,0.002540596,-5.868949025,-1
AT5G08330,TCP21,246011_at,9.41449426,8.846635436,9.297561559,10.86877888,10.75839481,10.49164788,0.00056719,-8.66797088,-1.5
AT5G08335,ICMTB,246009_at,6.745343304,6.77165636,6.727917397,7.543233477,7.319087598,7.334273452,0.002625331,-5.816200218,-0.7
AT5G08340,RIBF2,246053_at,6.999986257,6.838986457,6.742522886,7.858116442,7.457701985,7.557415675,0.003440074,-5.43548006,-0.8
AT5G08350,,246034_at,7.695719722,7.44147598,7.586538518,8.762527453,8.998397013,8.435510024,0.001085855,-7.232252536,-1.2
AT5G08360,,246054_at,5.301972146,4.709544924,5.300593463,5.108774786,4.981713976,4.868099296,0.57040022,0.665439719,0.1
AT5G08370,AGAL2,246036_at,7.907709879,8.005231171,7.718946321,7.829076367,7.873290928,8.182778,NA,-0.605828657,-0.1
AT5G08380,AGAL1,246055_at,7.778776484,7.89385866,7.707488632,6.910869708,7.026158551,7.437193891,0.008458467,4.329460766,0.7
AT5G08390,,246056_at,8.280196393,8.333935797,8.360201816,8.347656656,8.141919759,8.125016107,NA,1.066131363,0.1
AT5G08400,,246057_at,8.551820112,8.929605417,8.60242565,6.732407358,7.282861068,7.699433727,0.002011294,6.193131491,1.5
AT5G08410,FTRA2,246007_at,10.24679771,10.22635416,10.45930828,10.53111222,10.92858317,11.12227368,0.023083299,-3.317486815,-0.5
AT5G08415,LIP1P,246005_at,8.366756709,8.332158245,8.443573372,8.65111428,8.420875203,8.682315402,NA,-1.740179673,-0.2
AT5G08420,,246060_at,7.629537531,7.593750371,7.389055158,7.496790742,7.27223013,7.899802256,0.926216302,-0.110200041,0
AT5G08430,,246058_at,7.037584038,7.066040813,6.773937132,7.148344851,6.736285314,6.859831563,NA,0.303017592,0
AT5G08440,,246010_at,6.245819201,6.180619509,6.127260314,5.76119515,6.034599172,5.527424672,0.040145171,2.830613763,0.4
AT5G08450,,246059_at,7.372595303,7.354291297,6.875669989,7.652745114,7.341761169,7.697083201,0.095551467,-2.131263291,-0.4
AT5G08460,,250519_at,4.20448648,4.045210654,4.219338862,4.202607626,4.306368725,4.262591424,NA,-0.927072945,-0.1
AT5G08470,PEX1,250520_at,6.173528448,6.302930479,6.144424353,6.446494397,5.962904046,6.499104929,0.60793179,-0.602270031,-0.1
AT5G08480,VQ31,250535_at,3.991067035,4.331543263,4.128550787,4.314013379,4.696309339,4.123776011,0.260686131,-1.34613366,-0.2
AT5G08490,PCMP-E32,250521_at,3.847216104,3.611001501,3.722026644,3.794534465,3.69029678,4.017207146,NA,-0.829583795,-0.1
AT5G08500,,250522_at,8.547387146,8.520905802,8.435458872,8.679435015,8.573903898,8.430005931,NA,-0.525244135,-0.1
AT5G08510,PCMP-E20,250523_at,5.831606447,5.994862453,6.110443022,5.89282044,6.165501384,5.791447558,NA,0.209585392,0
AT5G08520,SRM1,250524_at,9.019491123,8.528028922,8.719511096,8.959206823,9.130801309,9.285503638,0.070808809,-2.3712617,-0.4
AT5G08530,CI51,250534_at,11.12856772,11.06353653,10.98677361,10.71472649,10.40070478,10.88049989,0.043724252,2.759683892,0.4
AT5G08535,,250536_at,7.354415013,7.165979978,7.060289397,8.2804688,8.007156789,7.926810898,0.001830099,-6.347464175,-0.9
AT5G08540,,250532_at,9.504451094,9.543810904,9.270156198,9.221400092,8.734754747,8.982028985,0.032038495,3.023902502,0.5
AT5G08550,ILP1,250525_at,7.694545826,7.692535452,7.423349102,7.763753017,7.207395489,7.541602888,0.604836303,0.607271321,0.1
AT5G08560,WDR26,250539_at,9.057643685,8.96126553,9.030860974,9.501476824,9.056735404,8.994489486,NA,-1.110428283,-0.2
AT5G08565,,250537_at,5.939186885,5.835559714,5.759456909,6.298743805,5.736189662,6.16304294,0.24698388,-1.39062732,-0.2
AT5G08570,,250526_at,9.997556258,10.18522232,10.01303238,9.517310307,9.510755566,9.642367108,0.00697615,4.540505645,0.5
AT5G08580,,250540_at,7.896295645,7.830766422,8.065988468,7.719400807,7.840092811,8.068288791,NA,0.417400848,0.1
AT5G08590,SRK2G,250527_at,8.959075647,8.828418027,8.999070436,9.231789096,9.020662808,9.308500969,NA,-2.121347418,-0.3
AT5G08600,,250528_at,4.689520718,4.953893708,4.576494787,4.319464732,3.812629243,4.528141349,0.049375756,2.66027114,0.5
AT5G08610,RH26,250529_at,7.808361494,8.020512352,8.173132297,6.612818517,6.988302854,7.795238053,0.027248989,3.167908461,0.9
AT5G08620,RH25,250538_at,8.097556686,7.937791473,8.19244669,7.85990688,7.88468662,8.035499484,NA,1.2588041,0.1
AT5G08630,,250530_at,5.831110211,5.705394449,5.379220565,5.942038333,6.118867764,5.886625952,0.071519709,-2.363011971,-0.3
AT5G08640,FLS1,250533_at,10.51014828,10.8388546,10.09123684,5.910441001,7.546879773,7.8779252,0.001065101,7.269505476,3.4
AT5G08650,,250531_at,9.293807698,9.286065834,9.434399017,9.779645209,9.723982048,9.678921744,0.016398833,-3.64405349,-0.4
AT5G08740,NDC1,245716_at,8.392220353,8.561359238,8.580107094,8.563035232,8.553371432,8.581212193,NA,-0.506298743,-0.1
AT5G08750,,245682_at,7.380720887,7.635749773,7.496151448,6.977223854,7.23655413,7.028742195,0.02136226,3.387333112,0.4
AT5G09220,AAP2,245891_at,9.316031924,9.371292171,9.308147186,9.403573672,9.118044676,9.368277377,NA,0.297158172,0
AT5G09230,SRT2,245895_at,7.345881038,7.355172699,7.040408428,7.45875231,7.300121308,6.875060387,0.860479074,0.206794693,0
AT5G09240,,245930_at,7.373479826,7.218858261,7.422759047,7.406667809,7.708589634,7.531331226,NA,-1.691453692,-0.2
AT5G09250,KIWI,245896_at,6.294465874,6.572446987,6.235584245,6.60970547,6.873321632,6.469075819,0.127546451,-1.906542144,-0.3
AT5G09270,,245893_at,7.75846039,7.696553166,7.741341788,7.23705129,7.92335083,7.908231056,0.847524103,0.22692613,0
AT5G09280,,245931_at,3.573735367,3.518167992,3.560231975,3.463910151,3.914458065,3.649308077,NA,-0.922833217,-0.1
AT5G09290,SAL4,245932_at,4.250846888,4.24543753,4.029810822,4.435109397,4.338774769,4.706815744,0.073359769,-2.343653435,-0.3
AT5G09300,,245884_at,6.589000127,6.096850699,6.536778381,6.313672658,5.814743856,6.40198697,0.320242685,1.17961542,0.2
AT5G09310,,245894_at,7.575615112,7.493150603,7.580973523,8.269668855,8.653124743,8.044898496,0.005573107,-4.814506243,-0.8
AT5G09315,,245933_at,6.246073301,6.223620683,6.384981986,6.27015581,6.298526913,6.752411062,NA,-1.022685955,-0.2
AT5G09330,NAC082,245934_at,8.371625409,8.57743534,8.478264484,8.713470034,8.225014609,8.40819747,NA,0.183015848,0
AT5G09340,,245907_at,2.956945015,2.910543555,3.07782738,3.137454034,2.951603432,2.862642318,NA,-0.01779188,0
AT5G09360,LAC14,245908_at,4.168668287,4.069002667,4.372355326,4.143807791,4.635534629,4.551707111,0.210277613,-1.516527023,-0.2
AT5G09370,,245892_at,4.716908884,4.596304429,4.787911982,4.511380123,4.747794259,4.717599587,NA,0.348941042,0
AT5G09380,,245909_at,6.07693406,6.251548139,5.861897683,5.742022655,5.367263763,5.672276929,0.028635207,3.123017993,0.5
AT5G09390,,245887_at,7.736937624,7.667029176,7.573179853,8.38366355,7.81082714,8.230201347,0.031855363,-3.029131487,-0.5
AT5G09400,POT7,245897_at,6.596499005,6.424180512,6.731305255,6.365369526,6.481261623,6.461900117,NA,1.232869676,0.1
AT5G09410,EICBP.B,245910_at,7.978736336,7.705792,7.993257015,8.841125656,8.620361654,8.302112449,0.008726956,-4.296372215,-0.7
AT5G09420,OM64,245879_at,5.806469577,5.646983061,5.744124993,5.06048708,5.138853202,5.649536708,0.0469368,2.701966091,0.4
AT5G09430,,245880_at,3.577008718,3.281330628,3.334468468,3.840984967,3.372184686,3.476452461,0.363658454,-1.072129323,-0.2
AT5G09440,EXL4,245885_at,8.542905928,8.432096638,8.408074492,9.179420528,8.836425753,8.98928346,0.008388502,-4.336396292,-0.5
AT5G09450,,245888_at,7.488829057,7.686548945,7.830714231,7.641741941,7.318258043,7.178718275,0.134049505,1.868955177,0.3
AT5G09460,BHLH143,245881_at,7.864569255,7.893080968,7.881704571,7.7277336,7.641229085,8.036093659,NA,0.599818434,0.1
AT5G09470,PUMP6,245882_at,3.917110986,4.250204418,4.196942929,4.059636864,4.167069594,4.020382986,NA,0.308271921,0
AT5G09480,,245889_at,8.950222256,9.008394414,9.35251124,6.594804856,7.658503006,7.406224772,0.001101339,7.212590186,1.9
AT5G09490,RPS15B,245890_at,3.593880569,3.469718208,3.533085818,3.475117817,3.480185644,3.468377092,NA,0.562827018,0.1
AT5G09500,RPS15C,245883_at,3.876540019,3.832625846,3.828714307,3.894949197,3.912985059,3.685119085,NA,0.13308663,0
AT5G09510,RPS15D,245886_at,9.408336099,9.846580225,9.764974175,9.099170686,9.099169329,9.470447744,0.042782578,2.777652464,0.5
AT5G09520,PELPK2,250541_at,8.112095148,7.826165601,8.587435738,5.658416058,5.300525428,4.616367795,0.000315391,10.54674903,3
AT5G09530,PELPK1,250500_at,10.93739254,10.70529059,11.03607706,10.20145437,8.910492624,8.888697897,0.005798579,4.763379819,1.6
AT5G09550,,250514_at,3.528528281,3.590568673,3.487506755,3.709501741,3.737960736,3.538188671,NA,-1.143186326,-0.1
AT5G09570,,250515_at,5.659553355,5.516788979,5.305069765,5.288285376,5.44113324,5.088544568,NA,1.556182962,0.2
AT5G09590,HSP70-10,250502_at,8.683518954,9.239623818,8.765362836,7.820698684,7.892885378,8.0769496,0.002610648,5.826039696,1
AT5G09620,,250516_at,9.480471624,9.612636708,9.339598085,9.49433063,9.392022329,9.564579673,NA,-0.051074731,0
AT5G09630,,250497_at,5.891890093,5.57322298,5.826700233,6.37710127,6.182233157,6.271534123,0.010938785,-4.047718752,-0.5
AT5G09640,SCPL19,250501_at,3.722394493,3.515962752,3.696800561,3.652664238,3.950443918,3.928042755,NA,-1.549346472,-0.2
AT5G09650,PPA6,250496_at,11.42698262,11.46910672,11.41107826,10.66122921,10.6961071,10.8267187,0.001494011,6.670738758,0.7
AT5G09660,PMDH2,250498_at,11.92336798,12.02230228,11.63663419,12.18773802,11.94585512,12.07528351,NA,-1.521809054,-0.2
AT5G09670,,250486_at,7.504728415,7.798366936,7.606534945,7.566869795,7.389483947,7.403066829,NA,1.492490492,0.2
AT5G09690,ATMGT7,250487_at,4.926502117,4.895146524,5.038709127,5.514094799,5.17589516,5.368760777,0.026044684,-3.207494553,-0.4
AT5G09700,,250488_at,3.653333669,3.54635193,3.720239272,3.811842147,3.855237788,3.865433117,NA,-1.924821965,-0.2
AT5G09720,MRS2-8,250489_s_at,4.577421697,4.351395775,4.352858775,4.795100088,4.548700261,4.68586859,NA,-2.026962763,-0.2
AT5G09730,BXL3,250499_at,3.463995256,3.294332219,3.25583711,3.345413566,3.139392483,3.284492787,NA,0.697187621,0.1
AT5G09740,HAM2,250494_at,6.905223792,6.779191015,6.914377614,7.577693636,6.835346779,7.17144999,0.147290496,-1.796860923,-0.3
AT5G09760,,250490_at,8.630296089,8.778746569,8.682952631,7.948139973,7.952060297,7.826202554,0.001044855,7.312469698,0.8
AT5G09770,,250495_at,7.885014733,7.935090939,7.856982989,8.086712573,7.995160872,8.320500808,NA,-1.992029481,-0.2
AT5G09780,REM23,250491_at,4.527628829,4.42843077,4.504811769,4.813141028,4.89612313,4.730302685,NA,-3.051489076,-0.3
AT5G09790,ATXR5,250492_at,6.785777072,6.472822008,6.347220648,7.095826122,6.656760512,7.072559797,0.066684456,-2.419527559,-0.4
AT5G09800,PUB28,250493_at,4.21012107,4.661087576,4.169119727,3.593898634,3.448947681,3.854953167,0.009576667,4.193362552,0.7
AT5G09810,ACT7,AFFX-r2-At-Actin-3_s_at,12.03945912,12.01936743,12.07826968,11.90322477,11.86947506,11.99181689,NA,1.202754396,0.1
AT5G09820,PAP7,250503_at,8.389658785,8.477333741,8.471400535,7.158001311,7.605693812,8.181239342,0.019981964,3.453647999,0.8
AT5G09830,BOLA2,250454_at,6.89918371,7.057833407,6.715875155,7.4466233,7.667070348,7.695099464,0.003654096,-5.352435295,-0.7
AT5G09840,,250504_at,5.280312039,5.341270823,5.132703883,4.381869345,4.39885821,4.823118731,0.00547345,4.834372028,0.7
AT5G09850,MED26C,250460_at,8.165123084,8.26596367,8.065022705,7.861749976,7.534275012,7.605907161,0.012777164,3.892640678,0.5
AT5G09860,THO1,250459_at,8.097371875,8.120727251,8.017359892,7.963357081,7.802039659,8.025546566,NA,1.324077187,0.1
AT5G09870,CESA5,250505_at,9.463761156,9.695425804,9.456266123,8.457485858,8.604425117,8.37965892,0.000575651,8.631144225,1.1
AT5G09880,,250457_at,7.682282314,7.717694318,7.704834983,8.340368128,8.213980596,8.131266279,0.005360013,-4.865136396,-0.5
AT5G09890,,250513_at,8.548540093,8.319158051,8.576430391,9.064329202,8.648850414,8.727034705,0.07895913,-2.285018614,-0.3
AT5G09900,EMB2107,250456_at,10.14532476,10.16330738,10.26488582,10.26428789,9.889716784,10.20208154,NA,0.553545184,0.1
AT5G09920,NRPB4,250510_at,8.429278072,8.617360483,8.577589967,8.716760558,8.740721493,8.671822895,NA,-1.55838831,-0.2
AT5G09930,ABCF2,250506_at,3.408570186,3.643191117,3.697391376,3.659196796,3.815850205,3.550310735,NA,-0.713692356,-0.1
AT5G09940,,250507_at,3.251096108,2.972471747,3.207476708,3.327226856,3.492953045,3.865433117,0.053551276,-2.594012753,-0.4
AT5G09950,PCMP-H35,250508_at,4.326436401,4.241504626,4.313246353,4.124498746,4.215035932,4.327497396,NA,0.654446449,0.1
AT5G09960,,250511_at,7.765855487,7.93495612,7.645942574,8.328382012,8.320398339,8.283735513,0.006838661,-4.564872303,-0.5
AT5G09970,CYP78A7,250509_at,4.729290429,4.782612526,4.860989255,5.624608335,4.240760055,4.761132189,0.812192314,-0.280806627,-0.1
AT5G09980,PEP4,250455_at,3.991531966,4.098809838,3.968489447,4.161642837,4.81657518,3.647887637,0.532640742,-0.73122412,-0.2
AT5G09990,PEP5,250485_at,3.06137477,3.080556306,2.995555111,3.177382054,3.244251602,2.922038054,NA,-0.562586495,-0.1
AT5G09995,,250512_at,7.607565808,7.695600919,7.738729024,7.501002463,7.38718563,7.343858312,NA,2.498615114,0.3
AT5G10010,HIT4,250461_at,8.125322006,8.314465943,7.795826416,7.525847522,7.336068318,7.789550023,0.030510888,3.066837127,0.5
AT5G10020,,250462_at,7.57845471,7.167729421,7.703126444,7.5065288,7.809745293,7.567754536,0.451713565,-0.882983825,-0.1
AT5G10030,TGA4,250463_at,6.906124778,6.75636959,6.915252469,7.297938188,7.009596241,6.693864515,0.456473839,-0.873741286,-0.1
AT5G10040,,250464_at,2.886518775,2.915638111,2.936778271,3.080406035,2.967823265,3.056703077,NA,-1.188184841,-0.1
AT5G10070,,250465_at,7.937114429,8.120706343,7.988817298,7.974918906,7.79082227,8.043330758,NA,0.666325171,0.1
AT5G10090,TPR13,250466_at,3.266439103,3.283383096,3.497434679,3.551439432,3.600253395,3.558200822,NA,-1.960621231,-0.2
AT5G10100,TPPI,250467_at,4.756741081,4.602754831,4.525698843,4.527127849,4.573543148,4.227922524,NA,1.386983301,0.2
AT5G10120,EIL4,250468_at,3.504102656,4.075553537,3.74342456,3.091107416,3.183671779,2.893177061,0.008110429,4.374893513,0.7
AT5G10130,DFC,250469_at,8.577148249,8.376254134,8.60706127,7.538852542,8.115446427,8.461761532,0.088211239,2.196320868,0.5
AT5G10140,FLC,250476_at,6.631587964,6.689581688,6.450926041,5.730173793,5.476321073,5.611422813,0.000745213,8.02882917,1
AT5G10160,,250470_at,9.697216378,9.786248624,9.761518052,10.03583881,9.790307563,9.588278552,NA,-0.415952819,-0.1
