Gene stable ID
AT5G56750
AT3G55120
AT2G36910
AT5G63160
AT2G47460
AT5G20960
AT3G53480
AT5G54510
AT3G10870
AT4G13260
AT3G12830
AT2G21200
AT3G21850
AT5G13300
AT1G05680
AT5G03280
AT5G54500
AT4G18710
AT3G12090
AT1G15050
AT5G15100
AT1G69690
AT4G05530
AT2G03160
AT1G51950
AT1G16540
AT1G66340
AT4G36740
AT2G25700
AT3G20840
AT1G24590
AT3G12670
AT4G31910
AT3G43600
AT4G29140
AT4G14740
AT4G34780
AT2G42330
AT3G01130
AT5G13930
AT1G53500
AT5G54810
AT3G59060
AT5G43700
AT4G26610
AT1G20140
AT4G02520
AT5G23290
AT1G56650
AT5G13750
AT5G12330
AT1G07910
AT2G03190
AT5G17300
AT5G52350
AT3G51670
AT5G08560
AT5G62000
AT1G27370
AT2G36210
AT1G18350
AT1G26870
AT1G14120
AT3G43670
AT2G18010
AT1G29510
AT5G64770
AT2G31750
AT4G04920
AT2G42580
AT1G75590
AT4G37610
AT5G22220
AT1G70560
AT1G77110
AT1G79130
AT1G35540
AT5G46180
AT3G53060
AT3G53020
AT1G28130
AT3G27580
AT1G73590
AT1G18520
AT2G24400
AT2G46070
AT3G18485
AT3G61900
AT5G19530
AT4G30290
AT4G10090
AT4G31820
AT2G47260
AT4G30080
AT5G54140
AT1G43040
AT4G13750
AT5G67060
AT2G01950
AT4G16890
AT1G59820
AT1G62810
AT5G66815
AT1G29440
AT1G69960
AT1G04180
AT3G28910
AT4G07410
AT4G37580
AT1G29450
AT2G21220
AT4G28640
AT4G16420
AT4G35020
AT4G34790
AT3G03850
AT4G37290
AT2G01940
AT5G60220
AT4G11880
AT4G33210
AT3G08510
AT2G19580
AT5G65510
AT1G64520
AT2G02560
AT4G14560
AT2G14960
AT3G44310
AT2G23810
AT2G33230
AT3G59790
AT1G54200
AT3G51060
AT2G21400
AT4G12410
AT1G12820
AT4G00880
AT5G20570
AT1G22920
AT4G26150
AT1G54990
AT3G13980
AT2G26700
AT5G14420
AT2G46690
AT1G25250
AT1G55320
AT1G13580
AT2G26740
AT1G74045
AT3G20630
AT4G13790
AT1G04610
AT4G09530
AT4G16340
AT1G13670
AT3G14370
AT4G36800
AT2G01420
AT1G01335
AT1G35520
AT1G20925
AT1G23320
AT3G60690
AT1G71230
AT4G31320
AT5G47370
AT1G04100
AT5G11790
AT3G43300
AT5G18010
AT3G05290
AT4G36760
AT5G41520
AT5G12210
AT5G09810
AT2G22330
AT1G10030
AT4G33090
AT4G34410
AT1G31340
AT4G38430
AT1G47510
AT1G12110
AT5G16530
AT5G48930
AT5G02130
AT2G25170
AT2G47170
AT4G00260
AT4G23980
AT5G56660
AT1G04580
AT5G10990
AT2G20000
AT2G23440
AT3G11260
AT2G04550
AT5G53590
AT4G04950
AT1G34670
AT5G13790
AT4G36110
AT4G13520
AT1G71090
AT3G21640
AT1G25220
AT1G31690
AT1G51190
AT5G66260
AT3G09370
AT5G62380
AT1G06400
AT3G60650
AT5G25890
AT5G57420
AT1G34390
AT5G14090
AT5G43870
AT2G42620
AT5G57740
AT4G14550
AT3G60020
AT4G38850
AT5G01990
AT1G19220
AT1G44350
AT4G29080
AT5G62470
AT1G28560
AT4G33880
AT2G26170
AT5G54490
AT1G59870
AT3G59900
AT4G34760
AT5G67480
AT5G38030
AT4G22620
AT5G33210
AT5G50760
AT3G47600
AT5G47750
AT5G43890
AT5G63420
AT5G63310
AT3G09870
AT3G11220
AT1G05180
AT4G28050
AT3G22942
AT4G09160
AT5G45710
AT5G13680
AT5G27520
AT2G27150
AT1G29490
AT1G02980
AT5G67300
AT5G01240
AT5G14960
AT2G32280
AT3G16350
AT3G03773
AT4G11260
AT4G38825
AT4G11280
AT5G39610
AT5G60450
AT3G54010
AT1G29500
AT1G25490
AT4G17980
AT4G31500
AT1G51760
AT2G03170
AT3G03847
AT1G35240
AT1G43950
AT5G43270
AT2G03840
AT3G48360
AT1G13980
AT2G19690
AT3G50060
AT5G08640
AT3G59280
AT5G18020
AT3G62680
AT2G33310
AT2G47000
AT1G47485
AT4G37260
AT1G13210
AT2G04160
AT3G42800
AT2G01960
AT1G20470
AT3G03820
AT3G30350
AT3G14790
AT4G38860
AT2G44990
AT4G32690
AT1G31880
AT1G21410
AT4G35987
AT5G56860
AT5G56290
AT1G54060
AT5G18080
AT1G72320
AT1G78100
AT4G23410
AT2G01200
AT1G19850
AT1G53700
AT1G69160
AT1G43850
AT3G28970
AT1G50030
AT3G27025
AT1G59500
AT3G61830
AT3G25650
AT3G42830
AT2G18120
AT2G31190
AT5G20810
AT1G27360
AT3G01220
AT4G02980
AT2G28085
AT3G54430
AT3G53250
AT1G09700
AT5G42190
AT3G24280
AT4G39403
AT1G29460
AT3G23140
AT3G12955
AT3G53970
AT3G42660
AT5G66700
AT3G25610
AT4G14790
AT1G30690
AT5G37020
AT2G19620
AT5G05730
AT2G46370
AT4G10100
AT1G29420
AT2G26260
AT1G80390
AT1G74660
AT1G77140
AT1G51780
AT4G30960
AT2G45000
AT5G65670
AT2G39550
AT5G27780
AT3G54640
AT5G40770
AT1G34310
AT5G55540
AT5G13370
AT1G70940
AT2G23260
AT1G34410
AT4G28720
AT1G21430
AT4G16515
AT1G22530
AT3G05630
AT5G20990
AT1G53230
AT1G16510
AT4G34210
AT1G75950
AT5G03310
AT3G63420
AT4G32880
AT3G21840
AT1G10210
AT4G32540
AT3G22810
AT1G14130
AT1G68710
AT3G62980
AT5G10200
AT4G14430
AT1G72430
AT4G24500
AT1G04550
AT3G44300
AT1G30330
AT5G20730
AT2G34650
AT5G65980
AT1G52830
AT3G25540
AT5G57810
AT5G03540
AT1G58220
AT5G48070
AT2G28350
AT1G56150
AT1G75520
AT1G34170
AT1G17500
AT4G03190
AT1G17140
AT3G15380
AT3G26810
AT1G08810
AT4G16780
AT3G45600
AT5G11320
AT2G16580
AT4G34750
AT3G16500
AT1G75580
AT4G29940
AT4G34800
AT5G23030
AT4G27260
AT4G29810
AT1G12980
